rank,tripid,cityname_corrected,origin,dest,mean_trip_dist,mean_notraffic,mean_rush_hour,rush_vs_freeflow_diff,rush_vs_freeflow_pct,p90_rush_hour,p90_vs_freeflow
2226,304126980,Vancouver,"49.20004,-123.02031","49.15448,-122.80333",25.9,29.66,43.82,14.16,47.73,53.61,23.95142857142857
2227,13253291,Toronto,"43.738293,-79.37712","43.647434,-79.3833",18.5,20.09,34.25,14.16,70.45,38.38,18.28583333333333
2228,14175150,Toronto,"43.65414,-79.376434","43.62035,-79.55668",18.6,21.47,35.63,14.16,65.94,39.88,18.402424242424242
2229,13245670,Montreal,"45.509888,-73.58492","45.46825,-73.69719",17.9,23.18,37.33,14.15,61.04,46.04,22.855833333333337
2230,45584341,Montreal,"45.55008,-73.57399","45.67206,-73.86061",36.3,33.98,48.13,14.15,41.63,57.3,23.318181818181813
2231,14176681,Toronto,"43.592506,-79.54775","43.64793,-79.37781",18.7,19.61,33.76,14.15,72.2,43.85,24.248070175438595
2232,101552171,Montreal,"45.587067,-73.71813","45.516144,-73.58286",16.2,28.04,42.19,14.15,50.47,50.46,22.423194444444444
2233,101610471,Toronto,"43.87308,-79.39566","43.6529,-79.3833",31.4,25.98,40.14,14.15,54.47,49.75,23.765740740740743
2234,101556991,Montreal,"45.56544,-73.92172","45.509647,-73.58458",42.3,37.58,51.73,14.15,37.65,65.54,27.96555555555556
2235,101620820,Toronto,"43.651657,-79.3809","43.621593,-79.51823",13.6,14.74,28.89,14.15,95.97,44.2,29.45095238095238
2236,101612630,Toronto,"43.655136,-79.40081","43.48549,-79.648",35.2,29.47,43.6,14.14,47.98,49.88,20.417333333333335
2237,101563991,Montreal,"45.55871,-73.9025","45.508686,-73.58183",39.7,37.29,51.44,14.14,37.93,72.95,35.65775362318841
2238,53832651,Toronto,"43.677982,-79.349075","43.75094,-79.532646",35.4,32.28,46.42,14.14,43.82,56.79,24.5172463768116
2239,101558611,Montreal,"45.594757,-73.723625","45.510612,-73.57977",22.2,31.49,45.64,14.14,44.9,52.29,20.795555555555556
2240,101624240,Toronto,"43.656128,-79.3912","43.59599,-79.60612",23.1,24.09,38.23,14.14,58.68,45.99,21.90166666666667
2241,101631191,Vancouver,"49.13449,-122.81054","49.25542,-123.128456",39.6,38.14,52.27,14.13,37.04,67.83,29.692708333333343
2242,101613760,Toronto,"43.6529,-79.383644","43.527573,-79.6226",30.5,28.13,42.25,14.13,50.22,54.58,26.44947368421053
2243,303934201,Montreal,"45.463676,-73.69822","45.568325,-73.51763",24.0,24.18,38.29,14.12,58.39,45.31,21.12985507246377
2244,303934501,Montreal,"45.504837,-73.5784","45.442963,-73.86542",30.1,30.46,44.59,14.12,46.36,52.02,21.556666666666672
2245,101612621,Toronto,"43.809937,-79.35034","43.654392,-79.380554",23.3,22.7,36.83,14.12,62.22,46.22,23.513888888888893
2246,303961381,Montreal,"45.424896,-73.45892","45.70228,-73.68037",47.5,39.78,53.9,14.12,35.49,62.0,22.21764705882353
2247,304116311,Toronto,"43.77053,-79.3809","43.688164,-79.4269",14.1,18.48,32.59,14.11,76.34,39.1,20.62438596491228
2248,13246571,Montreal,"45.5998,-73.600716","45.509407,-73.58286",15.7,30.51,44.62,14.11,46.24,50.28,19.773958333333333
2249,101557891,Montreal,"45.485584,-73.732895","45.50291,-73.58458",21.0,24.52,38.62,14.1,57.5,45.72,21.207051282051275
2250,13246110,Montreal,"45.509888,-73.58492","45.534904,-73.45961",16.5,29.95,44.05,14.1,47.07,47.12,17.171212121212122
2251,13246600,Montreal,"45.50243,-73.58115","45.562313,-73.68002",15.2,27.59,41.68,14.1,51.1,48.28,20.693333333333335
2252,101624370,Toronto,"43.65141,-79.392914","43.77053,-79.71461",42.5,36.21,50.31,14.1,38.93,56.63,20.419166666666662
2253,13244951,Montreal,"45.597878,-73.56776","45.510372,-73.58355",15.5,32.32,46.42,14.1,43.62,51.15,18.82333333333333
2254,101611250,Toronto,"43.65464,-79.39566","43.893124,-79.46055",42.0,43.61,57.71,14.1,32.34,64.82,21.214242424242414
2255,101639631,Vancouver,"49.29193,-122.77724","49.24511,-123.12537",34.3,40.7,54.81,14.1,34.65,59.41,18.70428571428571
2256,101629631,Vancouver,"49.192635,-122.88367","49.24623,-123.11026",32.9,31.6,45.69,14.09,44.59,54.7,23.101754385964913
2257,303941420,Montreal,"45.43646,-73.64466","45.53731,-73.70989",20.6,20.29,34.38,14.09,69.43,40.97,20.67947368421053
2258,101617600,Toronto,"43.65489,-79.385704","43.867138,-79.50793",40.3,39.64,53.73,14.09,35.56,60.84,21.204583333333332
2259,201375041,Vancouver,"49.228073,-122.82015","49.139656,-122.86719",23.5,29.48,43.57,14.09,47.79,49.05,19.572469135802464
2260,303914980,Montreal,"45.587788,-73.80259","45.49882,-73.65565",19.2,20.01,34.09,14.08,70.38,45.6,25.589999999999996
2261,14171691,Montreal,"45.545246,-73.7686","45.510128,-73.58492",25.2,34.93,49.01,14.08,40.3,58.52,23.585476190476193
2262,303960891,Montreal,"45.541157,-73.66148","45.524563,-73.48124",19.6,33.05,47.13,14.08,42.61,53.18,20.133787878787885
2263,101628980,Vancouver,"49.25206,-123.13017","49.200264,-122.84796",36.6,33.77,47.84,14.07,41.67,59.53,25.764444444444443
2264,304159711,Vancouver,"49.33759,-123.026146","49.20116,-122.93139",21.8,25.49,39.55,14.07,55.19,55.97,30.487499999999994
2265,14182410,Vancouver,"49.246902,-123.13223","49.164806,-122.96572",21.9,21.46,35.52,14.07,65.55,39.43,17.968333333333337
2266,101611191,Toronto,"43.62358,-79.54466","43.652157,-79.38811",16.8,23.22,37.28,14.07,60.6,44.91,21.69151515151515
2267,101637720,Vancouver,"49.240852,-123.11884","49.235695,-122.88023",32.8,32.45,46.51,14.07,43.36,63.78,31.33105263157894
2268,101627221,Toronto,"43.772514,-79.53059","43.658363,-79.38296",38.2,33.37,47.44,14.07,42.16,63.92,30.546969696969704
2269,101627521,Toronto,"43.792095,-79.39223","43.65414,-79.37472",23.4,24.25,38.31,14.06,57.97,49.16,24.904166666666665
2270,101618431,Toronto,"43.678234,-79.52063","43.64967,-79.38502",17.6,24.38,38.44,14.06,57.69,44.42,20.04156862745098
2271,13253461,Toronto,"43.72266,-79.47325","43.65116,-79.39429",16.3,26.58,40.63,14.05,52.88,45.97,19.396250000000002
2272,101554081,Montreal,"45.56063,-73.78577","45.509647,-73.583206",22.8,31.53,45.58,14.05,44.58,50.32,18.796666666666667
2273,304114240,Toronto,"43.67997,-79.76027","43.75615,-79.41317",42.0,31.43,45.49,14.05,44.71,52.07,20.636666666666667
2274,101628901,Vancouver,"49.289467,-122.832855","49.24959,-123.11953",28.1,35.9,49.95,14.05,39.14,52.94,17.037058823529406
2275,14170391,Montreal,"45.538033,-73.77272","45.511093,-73.58286",22.6,32.45,46.51,14.05,43.31,53.53,21.081249999999997
2276,14172920,Montreal,"45.51422,-73.58355","45.44706,-73.74903",20.5,27.39,41.44,14.05,51.27,47.53,20.132807017543858
2277,13253810,Toronto,"43.647186,-79.389824","43.613888,-79.50415",13.8,15.22,29.27,14.05,92.3,40.01,24.787777777777777
2278,101556040,Montreal,"45.50219,-73.58561","45.608448,-73.74354",26.6,36.31,50.35,14.04,38.67,55.08,18.76766666666667
2279,303918491,Montreal,"45.576015,-73.510765","45.564,-73.48536",15.5,21.81,35.86,14.04,64.37,41.66,19.842083333333335
2280,304124630,Vancouver,"49.210583,-122.91628","49.32081,-123.10923",25.8,26.42,40.47,14.04,53.14,47.29,20.86166666666666
2281,303950651,Montreal,"45.544765,-73.58458","45.47451,-73.82731",25.9,27.77,41.81,14.04,50.57,46.28,18.505555555555553
2282,13257110,Toronto,"43.65315,-79.37987","43.615627,-79.492134",12.6,16.22,30.26,14.04,86.58,36.23,20.014912280701758
2283,13253431,Toronto,"43.687916,-79.490074","43.651905,-79.37472",15.6,24.69,38.72,14.03,56.84,43.11,18.418431372549023
2284,431072281,Montreal,"45.539417,-73.63256","45.43188,-73.62715",18.9,22.0,36.02,14.03,63.76,37.54,15.542380952380952
2285,101623931,Toronto,"43.898815,-79.429306","43.646442,-79.38914",40.4,33.56,47.59,14.03,41.79,59.68,26.12105263157894
2286,13253521,Toronto,"43.71075,-79.28099","43.65911,-79.38536",14.7,24.18,38.21,14.03,58.03,43.36,19.179166666666667
2287,14175220,Toronto,"43.6529,-79.3833","43.719437,-79.54775",28.1,27.5,41.52,14.02,50.99,47.61,20.111666666666665
2288,101633791,Vancouver,"49.14752,-122.90839","49.247578,-123.10477",29.1,27.13,41.15,14.02,51.69,45.23,18.1036231884058
2289,304082230,Toronto,"43.691143,-79.476685","43.76929,-79.15808",37.2,28.83,42.85,14.02,48.63,50.46,21.634166666666665
2290,14169291,Montreal,"45.655983,-73.57188","45.520233,-73.591446",21.5,32.43,46.45,14.02,43.24,57.36,24.92589743589744
2291,101628120,Vancouver,"49.25049,-123.12193","49.17693,-122.82839",33.6,35.52,49.54,14.01,39.45,66.88,31.35638888888888
2292,101639521,Vancouver,"49.334682,-123.152145","49.253628,-123.11713",12.5,20.95,34.95,14.01,66.88,45.8,24.85777777777778
2293,101629871,Vancouver,"49.195778,-122.856544","49.251835,-123.11198",29.9,33.89,47.9,14.01,41.33,58.51,24.614603174603182
2294,101628201,Vancouver,"49.186802,-122.868904","49.24623,-123.12571",32.8,32.19,46.19,14.0,43.49,51.25,19.06444444444444
2295,14180630,Vancouver,"49.249146,-123.12365","49.16458,-122.96023",22.8,22.37,36.38,14.0,62.6,42.26,19.89203703703704
2296,303922911,Montreal,"45.477398,-73.67041","45.55342,-73.90902",37.2,37.75,51.75,14.0,37.07,55.51,17.75625
2297,101560591,Montreal,"45.52625,-73.48021","45.505318,-73.58286",13.3,22.9,36.9,14.0,61.12,41.26,18.359761904761907
2298,101612060,Toronto,"43.644703,-79.388794","43.67401,-79.554276",21.5,20.56,34.55,13.99,68.07,43.52,22.966315789473686
2299,14179050,Toronto,"43.654392,-79.380554","43.650913,-79.56835",21.3,21.7,35.68,13.98,64.42,42.48,20.773541666666667
2300,101633110,Vancouver,"49.248024,-123.11884","49.25766,-122.74462",34.5,34.07,48.05,13.98,41.03,68.29,34.219444444444434
2301,14177311,Toronto,"43.72018,-79.227776","43.659855,-79.39394",19.3,33.53,47.5,13.97,41.66,51.33,17.803968253968257
2302,13256700,Toronto,"43.650665,-79.38399","43.65116,-79.50896",13.2,18.07,32.04,13.97,77.33,37.74,19.669999999999998
2303,13254621,Toronto,"43.730354,-79.44819","43.6529,-79.38605",20.2,28.1,42.07,13.97,49.74,50.92,22.821527777777778
2304,13257120,Toronto,"43.65489,-79.38399","43.74474,-79.36236",17.0,26.89,40.86,13.97,51.96,46.47,19.57888888888889
2305,14175350,Toronto,"43.652653,-79.38639","43.664326,-79.57247",27.4,24.53,38.49,13.96,56.93,43.42,18.89705128205128
2306,101634331,Vancouver,"49.25161,-122.75904","49.24623,-123.13017",32.8,34.28,48.24,13.96,40.72,53.8,19.520238095238092
2307,101560611,Montreal,"45.624535,-73.68517","45.509888,-73.58492",23.8,39.46,53.43,13.96,35.38,65.45,25.98956521739131
2308,101631680,Vancouver,"49.250713,-123.11438","49.174683,-122.80058",30.9,31.71,45.67,13.96,44.02,65.8,34.09166666666666
2309,101615210,Toronto,"43.65489,-79.3936","43.72142,-79.55771",22.9,28.29,42.25,13.95,49.31,52.14,23.84681818181818
2310,303922301,Montreal,"45.52769,-73.65256","45.446575,-73.45515",28.5,28.72,42.67,13.95,48.57,49.92,21.201481481481487
2311,303934461,Montreal,"45.508686,-73.619255","45.59043,-73.42459",25.5,34.51,48.46,13.95,40.43,51.87,17.36393939393939
2312,101619001,Toronto,"43.794323,-79.430336","43.66358,-79.37884",22.7,29.55,43.49,13.94,47.18,47.28,17.736111111111107
2313,101634501,Vancouver,"49.13831,-122.82736","49.254524,-123.11747",38.2,39.18,53.13,13.94,35.58,56.31,17.125277777777775
2314,304126171,Vancouver,"49.276478,-122.78754","49.13157,-123.11129",40.2,39.45,53.39,13.94,35.33,59.84,20.39
2315,101556751,Montreal,"45.614933,-73.6656","45.509888,-73.58492",26.7,36.56,50.51,13.94,38.13,55.67,19.109444444444442
2316,13257561,Toronto,"43.69164,-79.4966","43.65315,-79.3833",14.7,28.82,42.76,13.93,48.34,47.2,18.37313725490196
2317,14175540,Toronto,"43.652653,-79.383644","43.78119,-79.43892",19.1,33.77,47.7,13.93,41.24,55.21,21.43692307692308
2318,101624750,Toronto,"43.65414,-79.38502","43.7502,-79.35755",16.5,25.7,39.63,13.93,54.2,49.4,23.69895833333333
2319,431129420,Vancouver,"49.24847,-123.12159","49.151817,-122.87605",31.2,30.8,44.73,13.93,45.24,57.84,27.038627450980396
2320,101564301,Montreal,"45.57842,-73.534454","45.509888,-73.58492",13.0,27.97,41.9,13.93,49.8,46.11,18.138636363636362
2321,101641091,Vancouver,"49.282524,-122.81294","49.24623,-123.128456",32.3,36.67,50.59,13.92,37.97,57.42,20.748076923076923
2322,101622390,Toronto,"43.653397,-79.383644","43.645447,-79.62637",28.8,25.97,39.88,13.91,53.58,49.55,23.58
2323,101565021,Montreal,"45.46127,-73.81529","45.512775,-73.60209",21.5,25.0,38.92,13.91,55.64,46.04,21.03722222222222
2324,14175041,Toronto,"43.760365,-79.49076","43.65489,-79.37369",31.1,30.03,43.94,13.91,46.31,49.62,19.59078947368421
2325,13256991,Toronto,"43.65017,-79.50278","43.64321,-79.38021",12.3,16.21,30.12,13.91,85.81,33.6,17.390833333333333
2326,101624480,Toronto,"43.65116,-79.392914","43.459328,-79.65006",38.0,33.49,47.4,13.91,41.54,54.06,20.57
2327,101621871,Toronto,"43.804733,-79.427246","43.65489,-79.37609",31.0,28.39,42.3,13.91,48.99,46.92,18.532028985507246
2328,101639191,Vancouver,"49.248695,-122.75492","49.248474,-123.11953",31.5,31.35,45.26,13.91,44.36,49.76,18.411578947368426
2329,303964310,Montreal,"45.452118,-73.60861","45.5801,-73.63539",23.7,31.56,45.47,13.91,44.06,56.07,24.505303030303025
2330,304096991,Toronto,"43.656876,-79.76748","43.671032,-79.46707",37.8,30.86,44.77,13.91,45.08,47.94,17.083611111111114
2331,101555211,Montreal,"45.530334,-73.95228","45.515423,-73.59076",41.9,36.29,50.19,13.91,38.33,58.92,22.639999999999993
2332,101617250,Toronto,"43.65315,-79.3833","43.70976,-79.68405",42.5,32.34,46.23,13.9,42.98,57.45,25.11814814814816
2333,13252770,Toronto,"43.658615,-79.38021","43.736305,-79.443726",15.1,27.5,41.41,13.9,50.56,45.33,17.827727272727273
2334,14170471,Montreal,"45.489677,-73.38957","45.507244,-73.58115",22.9,25.59,39.48,13.89,54.29,49.29,23.69843137254902
2335,101636701,Vancouver,"49.211704,-122.87062","49.251385,-123.11301",28.3,33.63,47.53,13.89,41.3,50.46,16.822291666666672
2336,14180580,Vancouver,"49.248024,-123.11919","49.195778,-122.930016",24.7,26.14,40.02,13.88,53.1,46.34,20.20285714285714
2337,14181480,Vancouver,"49.25699,-123.12125","49.131123,-123.19163",18.8,24.2,38.07,13.87,57.35,41.0,16.80823529411765
2338,101609971,Toronto,"43.82158,-79.29026","43.65315,-79.38193",28.3,30.85,44.72,13.86,44.93,54.02,23.161764705882355
2339,101551071,Montreal,"45.441277,-73.861984","45.509888,-73.58492",29.9,31.26,45.12,13.86,44.33,52.74,21.473508771929822
2340,101620780,Toronto,"43.6529,-79.38296","43.779453,-79.22194",26.8,32.23,46.1,13.86,43.02,62.75,30.522083333333335
2341,101611630,Toronto,"43.64843,-79.39944","43.84164,-79.48664",37.5,35.6,49.47,13.86,38.94,57.4,21.79777777777779
2342,14170110,Montreal,"45.509888,-73.58458","45.538754,-73.77444",24.5,30.4,44.26,13.86,45.58,50.82,20.421875
2343,101611681,Toronto,"43.766068,-79.440636","43.65762,-79.38742",14.5,29.58,43.44,13.86,46.88,47.01,17.434603174603172
2344,101624501,Toronto,"43.83198,-79.25524","43.65315,-79.3833",32.3,30.81,44.67,13.86,44.98,64.42,33.60714285714285
2345,101562910,Montreal,"45.509407,-73.58355","45.597637,-73.73839",24.6,34.5,48.37,13.86,40.17,53.93,19.425333333333334
2346,101563960,Montreal,"45.509888,-73.58492","45.596676,-73.60621",19.1,32.43,46.28,13.85,42.72,56.33,23.901428571428575
2347,304121371,Toronto,"43.65911,-79.40733","43.598225,-79.6353",25.8,31.68,45.54,13.85,43.72,54.11,22.421884057971017
2348,101640640,Vancouver,"49.24623,-123.127426","49.1877,-122.85277",35.8,32.44,46.28,13.85,42.7,61.22,28.789912280701756
2349,304148430,Vancouver,"49.273117,-122.78994","49.129997,-122.79955",19.9,23.79,37.65,13.85,58.23,42.61,18.818333333333335
2350,201320201,Montreal,"45.479805,-73.77203","45.549572,-73.76723",13.3,15.54,29.39,13.84,89.08,40.38,24.838333333333335
2351,5276281,Vancouver,"49.19669,-123.18151","49.247353,-122.82221",36.7,37.3,51.14,13.84,37.09,60.42,23.1197619047619
2352,14169701,Montreal,"45.6375,-73.5657","45.50363,-73.58252",22.5,34.37,48.2,13.83,40.24,55.24,20.871250000000003
2353,303928891,Montreal,"45.497616,-73.424934","45.61277,-73.51935",26.3,27.41,41.24,13.83,50.44,50.15,22.742222222222225
2354,101555111,Montreal,"45.4367,-73.47437","45.511574,-73.57874",18.8,25.87,39.71,13.83,53.47,46.76,20.8880303030303
2355,101561880,Montreal,"45.50652,-73.58286","45.45597,-73.72534",17.5,22.39,36.22,13.83,61.74,42.78,20.389999999999997
2356,304140001,Vancouver,"49.109776,-122.88882","49.235023,-123.00829",24.1,25.82,39.64,13.82,53.52,45.25,19.433725490196075
2357,304079170,Toronto,"43.710503,-79.31155","43.74102,-79.45162",19.4,20.72,34.53,13.82,66.69,38.12,17.399305555555557
2358,13254961,Toronto,"43.70132,-79.490074","43.65315,-79.3833",15.5,29.07,42.89,13.82,47.56,46.02,16.959615384615383
2359,14179320,Toronto,"43.653893,-79.3833","43.737797,-79.5275",25.9,32.4,46.22,13.82,42.67,50.53,18.131388888888893
2360,14179951,Toronto,"43.77301,-79.30365","43.652653,-79.3833",20.2,18.28,32.1,13.82,75.64,38.55,20.270625
2361,101625111,Toronto,"43.765324,-79.44132","43.655632,-79.38296",20.2,28.64,42.45,13.81,48.24,50.03,21.39469696969697
2362,101615250,Toronto,"43.65116,-79.382614","43.71621,-79.500374",21.6,29.81,43.61,13.81,46.33,50.97,21.167500000000004
2363,303920501,Montreal,"45.545967,-73.49875","45.597397,-73.70852",30.7,24.02,37.82,13.8,57.45,42.66,18.636825396825394
2364,101561181,Montreal,"45.5652,-73.45068","45.50363,-73.587326",20.4,28.16,41.96,13.8,49.0,45.29,17.128333333333337
2365,101641301,Vancouver,"49.162113,-122.85895","49.248695,-123.11781",32.1,32.73,46.53,13.8,42.16,53.99,21.260724637681164
2366,101560720,Montreal,"45.509888,-73.58492","45.47427,-73.857864",29.9,35.21,48.99,13.79,39.16,56.34,21.137777777777785
2367,304155901,Vancouver,"49.19735,-123.00246","49.27491,-123.1288",16.9,26.92,40.7,13.79,51.23,46.19,19.274210526315795
2368,101638750,Vancouver,"49.25049,-123.12228","49.121235,-122.89294",30.7,27.68,41.47,13.79,49.83,51.72,24.04035087719298
2369,304132870,Vancouver,"49.22673,-122.88092","49.148193,-123.169655",31.4,34.29,48.08,13.79,40.22,55.17,20.87592592592592
2370,101622670,Toronto,"43.658615,-79.37712","43.82133,-79.39738",28.0,28.05,41.84,13.79,49.16,53.58,25.528958333333346
2371,304162700,Vancouver,"49.259678,-123.12468","49.147293,-122.89603",31.7,30.24,44.03,13.79,45.6,50.26,20.025833333333335
2372,101614560,Toronto,"43.655632,-79.386734","43.853275,-79.463295",36.6,33.47,47.26,13.78,41.18,58.35,24.875999999999998
2373,101559381,Montreal,"45.595955,-73.74045","45.509888,-73.58492",24.3,33.77,47.55,13.78,40.79,53.75,19.97692307692308
2374,304160021,Vancouver,"49.141903,-122.81809","49.189495,-123.15592",35.8,34.14,47.93,13.78,40.37,56.31,22.169215686274512
2375,101561190,Montreal,"45.510612,-73.583206","45.52793,-73.93923",44.3,43.66,57.44,13.77,31.54,73.34,29.67666666666667
2376,101556481,Montreal,"45.524082,-73.44004","45.497375,-73.58767",19.9,27.63,41.4,13.77,49.84,46.14,18.50818181818182
2377,101556930,Montreal,"45.507244,-73.58183","45.465363,-73.811516",26.1,27.77,41.54,13.77,49.57,49.13,21.358888888888895
2378,304081860,Toronto,"43.760117,-79.2779","43.64967,-79.40527",24.2,28.82,42.6,13.77,47.78,54.08,25.25305555555556
2379,14182640,Vancouver,"49.25273,-123.11198","49.236145,-122.90907",18.7,22.38,36.14,13.76,61.5,51.09,28.712500000000002
2380,101626871,Toronto,"43.746475,-79.2961","43.66085,-79.38433",15.9,19.63,33.39,13.75,70.06,43.89,24.259999999999998
2381,14176951,Toronto,"43.78689,-79.427246","43.65414,-79.385704",23.0,32.83,46.57,13.74,41.84,54.45,21.61402777777778
2382,14171241,Montreal,"45.64014,-73.535484","45.509888,-73.58492",22.9,31.91,45.65,13.74,43.06,52.44,20.53435897435897
2383,101560140,Montreal,"45.511814,-73.58286","45.472103,-73.86576",31.1,34.57,48.32,13.74,39.76,52.7,18.12833333333333
2384,53800671,Montreal,"45.49257,-73.71575","45.469456,-73.68208",14.5,23.25,36.98,13.74,59.09,47.52,24.269298245614035
2385,304125230,Vancouver,"49.21574,-122.824615","49.231438,-123.05121",22.4,32.01,45.75,13.74,42.91,53.87,21.856274509803917
2386,101627790,Toronto,"43.659855,-79.378494","43.82604,-79.499344",36.6,31.33,45.06,13.73,43.84,52.87,21.540151515151518
2387,13255441,Toronto,"43.73333,-79.444756","43.6529,-79.389824",12.7,27.07,40.8,13.73,50.72,44.45,17.380303030303036
2388,101624550,Toronto,"43.65315,-79.3833","43.67227,-79.61916",30.6,28.69,42.42,13.73,47.86,51.98,23.29416666666667
2389,101553091,Montreal,"45.61541,-73.59625","45.510372,-73.57977",19.3,29.68,43.41,13.73,46.26,48.53,18.853571428571428
2390,101641141,Vancouver,"49.16503,-122.80642","49.24892,-123.11266",34.2,35.4,49.13,13.73,38.78,53.88,18.478947368421046
2391,101614661,Toronto,"43.631035,-79.481834","43.651905,-79.38296",11.4,16.69,30.43,13.73,82.28,34.28,17.589999999999996
2392,101619900,Toronto,"43.656628,-79.38433","43.711,-79.66139",32.8,31.83,45.55,13.72,43.11,56.23,24.40261904761905
2393,101634530,Vancouver,"49.255867,-123.11163","49.177826,-122.88538",32.8,34.52,48.22,13.71,39.71,58.95,24.4343137254902
